,Total Traffic,Roadway Name,From,To,From Lat,From Lon,To Lat,To Lon
187,39011, AMSTERDAM AVE , WEST 147 ST , WEST 148 ST,40.826525399999994,-73.94667369999998,40.8271476,-73.9462162
188,41000,AVENUE M,EAST 45 STREET,EAST 46 STREET,40.621053700000004,-73.93195899999998,40.621116,-73.93102379999998
189,41034,AVENUE J,EAST 46 STREET,SCHENECTADY AVENUE,40.627928000000004,-73.9317445,40.6279898,-73.9307752
190,41312, AVENUE U  , EAST 56 STREET  , PEARSON STREET ,40.6120815,-73.91899180000001,40.612575,-73.91825159999998
191,41546, AVENUE U  , EAST 66 STREET  , EAST 67 STREET  ,40.617315600000005,-73.91094340000001,40.6177833,-73.9102448
192,41667, AVENUE U  , EAST 71 STREET  , EAST 72 STREET  ,40.61982709999999,-73.9074425,40.620301,-73.90673679999998
193,41720,AVENUE D,BROOKLYN AVENUE,EAST 37 STREET,40.6413087,-73.94274770000001,40.6413645,-73.94178659999999
194,41736,CLARENDON ROAD,BROOKLYN AVENUE,EAST 37 STREET,40.643607200000005,-73.942996,40.6436749,-73.94202829999998
195,41813,ALBANY AVENUE,FARRAGUT ROAD,GLENWOOD ROAD,40.636917700000005,-73.9375112,40.6346452,-73.93727220000001
196,41864,ALBANY AVE,LENOX RD ,LINDEN BLVD,40.6547923,-73.9394248,40.6532651,-73.93925959999999
197,42387,GLENWOOD ROAD,EAST 59 STREET,RALPH AVENUE,40.6338533,-73.91980179999999,40.634521,-73.91880090000001
198,42542,FLATLANDS AVENUE,EAST 78 STREET,EAST 79 STREET,40.6345555,-73.91476,40.6350033,-73.9140618
199,42955,ALBANY AVE,MIDWOOD ST,RUTLAND RD,40.6607888,-73.9398118,40.6600772,-73.9397297
200,43074,ALBANY AVE,LINCOLN PL,ST JOHN'S PL,40.67018849999999,-73.9393405,40.6710418,-73.9392515
201,43527, MAC DOUGAL STREET , FULTON STREET  , RALPH AVENUE  ,40.678867600000004,-73.92164759999999,40.678867600000004,-73.92164759999999
202,43660, HOWARD AVENUE , BAINBRIDGE STREET , CHAUNCEY STREET ,40.6822549,-73.91987809999998,40.6815208,-73.9197243
203,48370, HEGEMAN AVENUE , FOUNTAIN AVENUE , LOGAN STREET  ,40.668029,-73.87285290000001,40.667665,-73.873688
204,49090, VERMONT PLACE , HIGHLAND BOULEVARD , JACKIE ROBINSON PKWY ,40.6852446,-73.88815319999998,40.6908109,-73.89037579999999
205,49505, 73 PLACE  , 78 AVENUE  , COOPER AVENUE ,40.704207000000004,-73.87618020000001,40.7056201,-73.8767399
206,51933,PITKIN AVE ,95th ST,96th ST,40.672429,-73.84118300000002,40.67256939999999,-73.840251
207,51982,LIBERTY AVE,98th ST,99th ST,40.680914,-73.8413461,40.681079700000005,-73.84047779999999
208,52940,JAMAICA AVE,101st ST,102nd ST,40.6950403,-73.84644639999998,40.6951656,-73.84541779999998
209,54575,SOUTH CONDUIT AVE,COHANCY ST,NASSAU EXPY,40.6671283,-73.83462929999999,40.669498299999994,-73.8461406
210,55804,111 AVE,142 STREET,143 STREET,40.685838000000004,-73.80254599999998,40.68626860000001,-73.8012803
211,55805, BRINKERHOFF AVE, 111 AVE , 143 STREET  ,40.6859359,-73.80225399999998,40.686454100000006,-73.80155189999998
212,56117,KEW GARDENS ROAD,80 ROAD,UNION TURNPIKE,40.713606299999995,-73.8303652,40.7141088,-73.83113929999998
213,56804, VAN WYCK EXPRESSWAY , 102 AVENUE  ,W 232nd ST,40.693430799999994,-73.8110363,40.7016578,-73.8165835
214,56878, ARCHER AVE, 143 STREET  , 144 PLACE  ,40.6995881,-73.8106061,40.699847600000005,-73.8097263
215,56994, LIBERTY AVE, BRISBIN STREET  , LLOYD ROAD  ,40.6936458,-73.80747389999998,40.6935391,-73.8077813
216,57167,LAKEWOOD AVE,INWOOD STREET,LIVERPOOL STREET,40.690019,-73.803232,40.6916783,-73.80177420000001
217,57188, WALTHAM STREET , 101 AVE , LIBERTY AVE,40.6957187,-73.8057488,40.6954179,-73.8052951
218,57189, 101 AVE , 146 STREET  , WALTHAM STREET ,40.69594970000001,-73.80497659999999,40.6957187,-73.8057488
219,57192, LIBERTY AVE, 101 AVE , WALTHAM STREET ,40.6960651,-73.80467890000001,40.6954179,-73.8052951
220,62171,CENTRAL AVE,SAGE ST,VIRGINIA ST,40.6094198,-73.74612820000002,40.6096607,-73.74559099999998
221,64564, LINDEN BLVD , 198 STREET  , 199 STREET  ,40.693971000000005,-73.753958,40.694213,-73.753086
222,65634,CROSS ISLAND PKWY SR, 107 AVENUE  , 115 AVENUE  ,40.707671399999995,-73.7279768,40.6971885,-73.72751769999998
223,65745,HUNGRY HARBOR RD,148th ST,262nd PL,40.654142,-73.72638429999998,40.6536263,-73.72536059999999
224,66883,MAURICE AVE,55th DR,56th DR,40.7260554,-73.90892099999998,40.7241852,-73.91134620000001
225,67724,39th ST,NORTHERN BLVD,SKILLMAN AVE,40.7523729,-73.9244137,40.7474268,-73.9254785
226,67971,48th ST,37th AVE,NORTHERN BLVD,40.751178700000004,-73.9151985,40.7536463,-73.9145175
227,69154,8 AVE  , WEST 147 ST , WEST 148 ST ,40.8241399,-73.940969,40.82475529999999,-73.9405156
228,69185,3 AVE  , EAST 123 ST  , EAST 124 ST  ,40.8023937,-73.936767,40.8030321,-73.936328
229,69276,2 AVE  , EAST 124 ST  , EAST 123 ST ,40.80197020000001,-73.93416479999998,40.8014576,-73.9345403
230,69589,EAST 135 STREET ,CANAL STREET WEST,PARK AVENUE ,40.81088099999999,-73.9308423,40.81159239999999,-73.93490240000001
231,69637,EAST 138 STREET ,GRAND CONCOURSE,PARK AVENUE ,40.813343700000004,-73.9303311,40.814053799999996,-73.93483940000002
232,69976, MORRIS AVENUE , EAST 153 STREET  , EAST 156 STREET  ,40.820198299999994,-73.92148730000002,40.8220708,-73.9203943
233,70873,AMSTERDAM AVE , WEST 164 ST , WEST 165 ST ,40.83722879999999,-73.93885909999999,40.837891799999994,-73.93837289999998
234,70892,AUDUBON AVE , WEST 166 ST , WEST 167 ST,40.8392969,-73.9392335,40.8399135,-73.9388111
235,70931,AUDUBON AVE , WEST 172 ST , WEST 173 ST ,40.84293359999999,-73.9365883,40.84356,-73.9361394
236,70939,BROADWAY  , WEST 174 ST , WEST 175 ST ,40.84545479999999,-73.9386834,40.8462019,-73.9384558
237,71072,AMSTERDAM AVE , WEST 171 ST , WEST 172 ST ,40.841704799999995,-73.9355862,40.8423036,-73.9351581
238,71591,SHERIDAN AVENUE,EAST 156 STREET ,EAST 161 STREET ,42.5314524,-79.2382167,40.8264031,-73.92116949999998
239,71729,SHERIDANA AVENUE,EAST 161 STREET ,EAST 162 STREET ,40.8264031,-73.92116949999998,40.827214,-73.92070279999999
240,72026, JEROME AVENUE , EAST 172 STREET  , EAST MT EDEN AVENUE ,40.8423341,-73.9161926,40.8443466,-73.91474790000001
241,72477,WADSWORTH AVENUE,WEST 188 STREET,WEST 189 STREET,40.85421290000001,-73.9317763,40.8548266,-73.93132800000001
242,72596,DYCKMAN STREET,VERMILYEA AVENUE,SHERMAN AVENUE,40.864538700000004,-73.9266358,40.86358329999999,-73.92602029999998
243,72608, BROADWAY  ,  ACADEMY STREET,  DYCKMAN STREET ,40.866344,-73.92501180000001,40.8655205,-73.92731040000001
244,72860,CEDAR AVENUE , WEST 179 STREET , WEST FORDHAM ROAD ,40.855895000000004,-73.9172253,40.8617469,-73.91181040000001
245,73220,HENRY HUDSON PKWY,INDEPENDENCE AVE ,W 232nd ST,40.880839200000004,-73.91910250000001,40.8846196,-73.9149079
246,73294,HENRY HUDSON PKWY,W 235th ST,W 236th ST,40.8861645,-73.91302759999998,40.8870881,-73.91229539999998
247,76391,32nd AVE,85th ST,86th ST,40.7579854,-73.88295409999998,40.7580867,-73.88202199999998
248,77328, LONGWOOD AVENUE , EAST 160 STREET  , HEWITT PLACE  ,40.8194513,-73.900892,40.8186044,-73.90005649999998
249,77424, EAST 163 STREET  , INTERVALE AVENUE , ROGERS PLACE  ,40.820999,-73.8969015,40.82100399999999,-73.8978791
250,78404, EAST TREMONT AVENUE, ANTHONY AVENUE , EAST 176 STREET  ,40.84869260000001,-73.9032682,40.8477745,-73.9016358
251,80377, CROTONA AVENUE , EAST 187 STREET  , EAST 189 STREET  ,40.8539198,-73.8836077,40.8561303,-73.88252109999998
252,80491, JEROME AVENUE , EAST MOSHOLU PARKWAY NORTH ,  MOSHOLU PARKWAY ,40.8804682,-73.88386080000002,40.8790999,-73.8854243
253,81165, BROADWAY  ,  WEST 259 STREET ,   WEST 260 STREET ,40.906339,-73.89649299999998,40.907507,-73.896546
254,81384, WEBSTER AVENUE , EAST 233 STREET  , EAST GUN HILL ROAD ,40.89538659999999,-73.86355079999998,40.8786596,-73.87166529999999
255,86360, PAULDING AVENUE , LYDIG AVENUE    , NEILL AVENUE   ,40.8535943,-73.859488,40.85234439999999,-73.85852220000001
256,87423,HUTCHINSON RIVER PKWY , LAURIE AVENUE  , ST THERESA AVENUE ,40.8484086,-73.83591950000002,40.849677,-73.835801
257,87459,BOSTON ROAD  , BRONX PARK EAST  , PELHAM PARKWAY ,40.8558174,-73.86992409999998,40.856701,-73.86931949999999
258,88296,BOSTON ROAD  , FISH AVENUE  , WILSON AVENUE ,40.8758896,-73.8499015,40.875501799999995,-73.85068309999998
259,88927, WEBSTER AVENUE , EAST 233 STREET  ,EAST 234 STREET  ,40.89538659999999,-73.86355079999998,40.897391999999996,-73.8626227
260,89610,EAST 241 STREET  ,  HILL AVENUE  ,MURDOCK AVENUE  ,40.902233,-73.8436767,40.9020242,-73.84458579999998
261,89865,JEWEL AVE,136 STREET,138 STREET,40.7282854,-73.82939559999998,40.7288684,-73.82753079999998
262,91313,UNION STREET,37 AVE,39 AVE,40.7624261,-73.82751359999999,40.7611136,-73.82688809999998
263,91529,SANFORD AVE,147 STREET,149 STREET,40.7597725,-73.81728759999999,40.7603659,-73.81508819999998
264,91535,ROOSEVELT AVE,147 STREET,149 STREET,40.7625592,-73.8185961,40.7631514,-73.81638219999998
265,93757, EAST 177 STREET  , HARDING AVENUE , LAWTON AVENUE ,34.174777399999996,-118.10177620000002,34.8159328,-102.39169140000001
266,94154, LAFAYETTE AVENUE , EAST 177 STREET  , HUTCHINSON RIVER PARKWAY ,40.8498297,-73.90719729999998,40.824952200000006,-73.83657790000001
267,97387,UNDERHILL AVE,53 AVE,58 AVE,41.256533399999995,-73.8071605,40.743874299999995,-73.7828774
268,95270,LEXINGTON AVENUE,121ST ST,120TH ST,40.801815999999995,-73.93930859999998,40.801185499999995,-73.9397639
269,96042,HOMELAWN STREET,84 AVE,84 ROAD,40.7172843,-73.7922652,40.7172843,-73.7922652
270,97278,HOLLIS COURT BLVD,189 STREET,47 AVE,40.7527518,-73.79130409999998,40.7521626,-73.78934490000002
271,97492,35 AVE,200 STREET,CROCHERON AVE,40.7648115,-73.7868062,40.7640222,-73.7884681
272,97537,56 AVE,194 STREET,195 STREET,40.745429,-73.7837916,40.7456751,-73.7828937
273,98876,26 AVE,200 STREET,202 STREET,40.7742403,-73.7916386,40.7746871,-73.78985
274,101614,MARYLAND RD,DOUGLASTON PKWY,HANFORD ST,40.761027,-73.74234200000001,40.76068739999999,-73.74408559999998
275,101855,MARATHON PKWY,DEEPDALE AVE,RUSHMORE AVE,40.7645581,-73.7352798,40.765215500000004,-73.7356432
276,102036,MARATHON PKWY,61 AVE,63 AVE,40.7569951,-73.7296387,40.755674000000006,-73.72870920000001
277,105624,FINGERBOARD ROAD,CLEVELAND PLACE,COLUMBIA AVENUE,40.6030331,-74.06952609999998,40.601915999999996,-74.0713964
278,106931,WEST 155 ST,ST NICHOLAS AVE,EDGECOMBE AVE,40.830895500000004,-73.94137590000001,40.830189600000004,-73.9396804
279,107111, SOUTHERN BOULEVARD , ALDUS STREET  , EAST 163 STREET  ,40.8230847,-73.8918375,40.82100689999999,-73.89159219999998
280,108388,ARTHUR KILL ROAD,ENGLEWOOD AVENUE,SHARROTTS ROAD,40.5339297,-74.2366787,40.538365899999995,-74.23739570000001
281,108716,1 AVE  , EAST 120 ST  , EAST 124 ST  ,40.7986749,-73.9334714,40.8009838,-73.93177929999999
282,109335,FLUSHING AVE,THORNTON ST,WHIPPLE ST,40.700427399999995,-73.944497,40.700212,-73.94633379999998
283,109816,10 AVENUE,67 STREET,68 STREET,40.628811999999996,-74.009338,40.628252,-74.009919
284,110262,GLEN STREET,BLOOMFIELD AVENUE,FAHY AVE,40.81370039999999,-74.2172863,40.6205276,-74.169134
285,110445, BROADWAY  , GRANITE STREET , PILLING STREET  ,40.6818161,-73.90849709999998,40.68222799999999,-73.909267
286,110463,GRAND AVE,CATHERINE ST,OLIVE ST,40.712782000000004,-73.937248,40.712489,-73.93846599999998
287,111224,AMSTERDAM AVE,WEST 167 ST,WEST 168 ST,40.8393421,-73.9373146,40.83989460000001,-73.936904
288,111646,NOSTRAND AVENUE,FARRAGUT ROAD,FOSTER AVENUE,40.636270200000006,-73.9480152,40.638605600000005,-73.94827459999998
289,112418,LITTLE CLOVE ROAD,CLOVE ROAD,ONEIDA AVENUE,40.6114204,-74.09862319999998,40.6110396,-74.0994704
290,112431,RICHMOND ROAD,BALTIC AVENUE,CLOVE ROAD,40.6070797,-74.09240279999999,40.6086402,-74.09097220000001
291,116416, LOUIS NINE  BOULEVARD, BOSTON ROAD  , EAST 170 STREET  ,40.8349316,-73.8940995,40.8334088,-73.89310479999999
292,120482,BLOOMINGDALE ROAD,MARISA CIRCLE,WOODROW ROAD,40.538312,-74.21771,40.5410998,-74.2177387
293,120618,CROPSEY AVE,7th AVE,14th AVE,40.607240000000004,-74.01622859999998,40.604349600000006,-74.0107009
294,120740,COLUMBUS AVE,WEST 103 ST,WEST 100 ST,40.7969347,-73.96434119999998,40.795477399999996,-73.965616
295,121069, CROTONA AVENUE , CLAREMONT PARKWAY , CROTONA PARK NORTH ,40.8364832,-73.89776499999998,40.84218370000001,-73.8940882
296,121148, WEST GUN HILL ROAD , MOSHOLU PARKWAY ,WEST MOSHOLU PARKWAY NORTH ,40.8843773,-73.8871329,40.8836233,-73.88514709999998
297,126531,DRUMGOOLE ROAD WEST,ANNADALE ROAD,WATKINS AVENUE,40.555948799999996,-74.17612240000001,40.560025,-74.17334269999998
298,126961, COLONIAL ROAD , WAKEMAN PLACE , 68 STREET  ,40.6407684,-74.0291775,40.638271200000005,-74.03091490000001
299,127200,51 STREET,19 AVENUE,20 AVENUE,40.6257627,-73.9798278,40.62444199999999,-73.977616
300,129486,115 ROAD,205 STREET,FRANCIS LEWIS BLVD,40.698443,-73.748981,40.698857000000004,-73.7473648
301,129650,VERNON BLVD,33rd RD,35th AVE,40.7668297,-73.93863470000001,40.76373359999999,-73.9414111
302,132595, WHITE PLAINS ROAD , EAST 215 STREET  , EAST 216 STREET  ,40.8805424,-73.86443030000002,40.8814407,-73.8639663
303,133984,7 AVE  , WEST 148 ST , WEST 149 ST ,40.8235218,-73.9375912,40.8241659,-73.9371341
304,135278,164 STREET,67 AVE,69 AVE,40.7349357,-73.8047691,40.7331044,-73.80507469999998
305,139555,PARK AVE,58th ST,59th ST,40.762313299999995,-73.97035090000001,40.762949600000006,-73.96987850000001
306,148948,SPRINGFIELD BLVD,115 ROAD,116 AVE,40.69963679999999,-73.742227,40.697889399999994,-73.7429594
307,150203,FRANCIS LEWIS BLVD,115 DRIVE,115 ROAD,40.6982095,-73.74708670000001,40.698857000000004,-73.7473648
308,150671,ATLANTIC AVE,ALABAMA AVE,WILLIAMS AVE,40.67570739999999,-73.89973959999999,40.675484499999996,-73.9006618
309,150677, ATLANTIC AVENUE , HINSDALE STREET , WILLIAMS AVENUE ,40.675522799999996,-73.90161090000001,40.675484499999996,-73.9006618
310,151662,WOODHAVEN BLVD,97th AVE,101st ST,40.68594969999999,-73.8468704,40.6842585,-73.84604379999999
311,152665,ATLANTIC AVE,CLASSON AVE,NYCTA SUBWAY,40.679768700000004,-73.9582976,40.6834617,-73.9765824
312,152873,34th AVE,92nd ST,93rd ST,40.7546723,-73.87572399999998,40.7547729,-73.8747941
313,154280, GOWANUS EXPRESSWAY , 29 STREET  , 28 STREET  ,40.66684229999999,-74.11096599999998,40.666257200000004,-74.11145189999998
314,154613, ESPLANADE  , HAIGHT AVENUE  , LURTING AVENUE   ,40.8563575,-73.85791689999998,40.855788700000005,-73.8586332
315,154617, BOSTON ROAD  , EAST 176 STREET  , VYSE AVENUE  ,40.839279100000006,-73.8843323,40.8391575,-73.88462870000001
316,155609,BRADDOCK AVE,221 PLACE,221 STREET,40.7294682,-73.74069109999998,40.72975659999999,-73.74198919999998
317,155739,SPRINGFIELD BLVD,115 ROAD,116 AVE,40.69963679999999,-73.742227,40.697889399999994,-73.7429594
318,155745,SEAGRIT BLVD,BEACH 7th ST,BEACH 9th ST,40.596748,-73.74434000000001,40.596565399999996,-73.74416409999998
319,155773,ATLANTIC AVE,97th ST,98th ST,40.6890487,-73.84593009999998,40.68930100000001,-73.84504559999999
320,155846,JAMAICA AVE,197 STREET,198 STREET,40.713410100000004,-73.76290259999998,40.7134795,-73.76118290000001
321,155864,11th ST,47th AVE,47th RD,40.745039899999995,-73.950829,40.7443299,-73.95093370000001
322,156336,MERRICK BLVD,111 AVE,111 ROAD,40.694440500000006,-73.7815128,40.6938662,-73.78088009999998
323,156689,JAMAICA AVE,CARPENTER AVE,WOODHULL AVE,40.713399100000004,-73.76118749999998,40.7108446,-73.77069019999998
324,157570,ATLANTIC AVE,LINCOLN AVE,SHERIDAN AVE,40.6824709,-73.8690444,40.682613700000005,-73.86807009999998
325,157598,4 AVENUE,28 STREET,29 STREET,40.6588265,-73.99981340000001,40.6582656,-74.00040190000001
326,157659,LINDEN BOULEVARD,AUTUMN AVENUE,LINCOLN AVENUE,40.6690956,-73.8665396,40.6692297,-73.8655536
327,157736,ORIENTAL BLVD,HASTINGS ST,GIRARD ST,40.5778539,-73.94446789999998,40.5777455,-73.945371
328,157900,FLATLANDS AVE,LOUISIANA AVE,MALTA ST,40.651110100000004,-73.88994659999999,40.6513891,-73.8896218
329,158132, ATLANTIC AVENUE , LINCOLN AVENUE , NICHOLS AVENUE ,40.6824709,-73.8690444,40.682723100000004,-73.8681868
330,158163,4 AVENUE,BUTLER STREET,DOUGLASS STREET,40.6799238,-73.9812572,40.679292,-73.9816855
331,158203, LINDEN BOULEVARD , HINSDALE STREET , SNEDIKER AVENUE ,40.6577394,-73.89705450000002,40.6574692,-73.89795059999999
332,158217,CROPSEY AVE,27th AVE,BAY 26th ST,40.588502399999996,-73.9899179,40.599247,-74.00144379999998
333,158368, EDWARD L GRANT HIGHWAY , NELSON AVENUE , PLIMPTON AVENUE ,40.84177570000001,-73.9224677,40.842704,-73.92286059999998
334,158578,PARK AVENUE SOUTH,EAST 26 STREET,EAST 27 STREET,40.7421166,-73.9850392,40.7426685,-73.98448540000001
335,169883,130 PL,30th PL,BERGEN RD,40.7476664,-73.9911523,40.6593084,-73.8107213
336,158582,BROADWAY  , WEST 148 ST , WEST 149 ST ,40.828405200000006,-73.9491615,40.82893989999999,-73.9485016
337,158683,EAST HOUSTON STREET,BROADWAY,CROSBY STREET,40.725379600000004,-73.9968145,40.725275599999996,-73.9958083
338,158764,7 AVE  , WEST 122 ST , WEST 123 ST,40.80701989999999,-73.9496581,40.8077161,-73.9493653
339,158858,BROADWAY,WEST 60 STREET,WEST 61 STREET,40.7689007,-73.98200469999998,40.76969769999999,-73.98202020000001
340,158964,LENOX AVE,WEST 123 ST,WEST 124 ST,40.80644829999999,-73.94635749999998,40.8070656,-73.9458978
341,158972,LENOX AVE,WEST 111 ST,WEST 112 ST,40.7988095,-73.9519552,40.7995081,-73.9516261
342,159002,7 AVE  , WEST 117 ST , WEST 118 ST ,40.8039446,-73.95212240000001,40.804584999999996,-73.95167479999998
343,159082,BROADWAY  , WEST 98 ST  , WEST 99 ST  ,40.79601160000001,-73.970947,40.7966408,-73.97049129999998
344,159183,BROADWAY,WEST 74 STREET,WEST 75 STREET,40.780254,-73.98143739999998,40.7810664,-73.9813985
345,159216,PARK AVENUE,EAST 59 STREET,EAST 60 STREET,40.762949600000006,-73.96987850000001,40.7634977,-73.96923029999998
346,164301, ALLEN STREET  , DELANCEY STREET , RIVINGTON STREET ,40.71925170000001,-73.9902163,40.720541600000004,-73.9898582
347,164329,EAST 18 STREET,BROADWAY,PARK AVENUE SOUTH,40.737806299999995,-73.9901465,40.7371314,-73.98853170000001
348,164341,NORFOLK STREET,DELANCEY STREET,RIVINGTON STREET,40.7183877,-73.98738519999998,40.7196024,-73.98675349999998
349,165258,MEEKER AVE,LEONARD ST,WITHERS ST,40.7178439,-73.9483122,40.7169849,-73.9489538
350,167027,KINGS HIGHWAY,AVENUE I,AVENUE J,40.6302269,-73.9324828,40.6278877,-73.93249399999998
351,167454,ROCKAWAY AVENUE,HEGEMAN AVENUE,LINDEN BOULEVARD,40.656258799999996,-73.9073141,40.654678100000005,-73.9069066
352,174149, EAST 161 STREET  , GRAND CONCOURSE , SHERIDAN AVENUE ,40.8267198,-73.922624,40.8264031,-73.92116949999998
353,174218, EAST 165 STREET  , CARROLL PLACE  , GRAND CONCOURSE ,40.830537299999996,-73.91945150000002,40.830938200000006,-73.9205123
354,174566,HENRY HUDSON PKWY,FAIRFIELD AVE,W 232nd ST,40.8855419,-73.9131282,40.8846196,-73.9149079
355,176380, EAST 204 STREET   , GRAND CONCOURSE   , VALENTINE AVENUE    ,40.87464569999999,-73.88644959999998,40.87424,-73.88478049999998
356,176399,SOUTHERN BOULEVARD , CROTONA PARKWAY , EAST FORDHAM ROAD ,40.84906489999999,-73.8828709,40.85684029999999,-73.88079929999998
357,176426, CROTONA AVENUE , EAST FORDHAM ROAD , SOUTHERN BOULEVARD ,40.8573658,-73.8818926,40.858667100000005,-73.88099670000001
358,178157, ZEREGA AVENUE , BRUCKNER BOULEVARD , BRUCKNER EXPRESSWAY ,40.827717299999996,-73.84375829999998,40.827717299999996,-73.84375829999998
359,184562, GRAND CONCOURSE_MAIN , EAST 172 STREET  , EAST MT EDEN AVENUE ,28.963226300000002,-81.32785849999998,40.8441494,-73.91459929999998
360,192292, 2 AVENUE  , EAST 59 STREET  , EAST 60 STREET  ,40.7606467,-73.9643128,40.761206,-73.96391129999998
361,154496, CROSS BRONX EXPRESSWAY , MORRIS AVENUE  , WEEKS AVENUE  ,40.8452472,-73.90933439999998,40.845163799999995,-73.9075203
362,72331,E 174 ST, MORRIS AVENUE  , WEEKS AVENUE  ,40.8448356,-73.90938220000001,40.8447286,-73.907574
363,154454, CROSS BRONX EXPRESSWAY , MARMION AVENUE , PROSPECT AVENUE ,40.8310634,-73.8545513,40.823356700000005,-73.90029759999999
364,78800,E 176 ST, MARMION AVENUE , PROSPECT AVENUE ,40.841480499999996,-73.88852990000001,40.842648600000004,-73.8905061
365,78805,FAIRMONT PL, MARMION AVENUE , PROSPECT AVENUE ,40.842124,-73.88785290000001,40.843195,-73.890036
366,179545, THROGS NECK EXPRESSWAY , HARDING AVENUE , LONGSTREET AVENUE ,40.81732119999999,-73.8061098,40.81736009999999,-73.806011
